No.;Nama Pemilik;Nama Usaha;NIK;Tgl. Lahir;Jalan;Desa;Sektor;NIB/SKU;Jml. Tenaga Kerja;Kapasitas Produksi/Thn; Omset/Thn ; Aset ;Sosmed;Marketplace;Kepemilikan Lahan
678;Owner-0608;MSME-0294;NIK-0669;BirthDate-0622;Street-0178;Village-0007;Perdagangan;Ada;7;24; Rp818.250.000 ; Rp1.151.000.000 ;Instagram;Tokopedia;Sewa
679;Owner-0609;MSME-0098;NIK-0670;BirthDate-0623;Street-0179;Village-0007;Perdagangan;Ada;81;7172; Rp405.000.000 ; Rp324.000.000 ;TikTok;Tokopedia;Sendiri
680;Owner-0610;MSME-0295;NIK-0671;BirthDate-0624;Street-0180;Village-0007;Jasa;Ada;19;532; Rp78.500.000 ; Rp57.000.000 ;WhatsApp Business;Tidak ada;Sendiri
681;Owner-0611;MSME-0199;NIK-0672;BirthDate-0625;Street-0180;Village-0007;Jasa;Ada;14;34; Rp730.500.000 ; Rp809.500.000 ;Tidak ada;Tidak ada;Sendiri
682;Owner-0612;MSME-0210;NIK-0673;BirthDate-0626;Street-0180;Village-0007;Jasa;Ada;67;8641; Rp335.000.000 ; Rp268.000.000 ;Facebook;Tidak ada;Sendiri
683;Owner-0613;MSME-0296;NIK-0674;BirthDate-0627;Street-0180;Village-0007;Perdagangan;Ada;19;568; Rp114.250.000 ; Rp145.000.000 ;Facebook, TikTok;Shopee;Sendiri
684;Owner-0556;MSME-0297;NIK-0675;BirthDate-0007;Street-0181;Village-0008;Perdagangan;Ada;9;23; Rp680.750.000 ; Rp860.750.000 ;Facebook;Shopee;Sewa
685;Owner-0614;MSME-0086;NIK-0676;BirthDate-0628;Street-0181;Village-0009;Perdagangan;Ada;103;9615; Rp515.000.000 ; Rp412.000.000 ;WhatsApp Business;Shopee;Sendiri
686;Owner-0615;MSME-0086;NIK-0677;BirthDate-0629;Street-0181;Village-0009;Perdagangan;Ada;11;585; Rp154.000.000 ; Rp82.250.000 ;Facebook;Shopee;Sendiri
687;Owner-0616;MSME-0086;NIK-0678;BirthDate-0630;Street-0181;Village-0009;Perdagangan;Ada;8;47; Rp999.250.000 ; Rp731.250.000 ;Instagram;Shopee;Sewa
688;Owner-0617;MSME-0199;NIK-0679;BirthDate-0631;Street-0182;Village-0009;Jasa;Ada;88;6345; Rp440.000.000 ; Rp352.000.000 ;Tidak ada;Tidak ada;Sendiri
689;Owner-0618;MSME-0298;NIK-0680;BirthDate-0632;Street-0067;Village-0009;Perdagangan;Ada;19;404; Rp197.750.000 ; Rp99.500.000 ;Tidak ada;Tidak ada;Sendiri
690;Owner-0619;MSME-0299;NIK-0681;BirthDate-0633;Street-0067;Village-0009;Perdagangan;Ada;9;33; Rp648.000.000 ; Rp484.000.000 ;Instagram;Lazada;Sewa
691;Owner-0620;MSME-0284;NIK-0682;BirthDate-0634;Street-0067;Village-0009;Makanan dan Minuman;Ada;67;6522; Rp335.000.000 ; Rp268.000.000 ;Tidak ada;Tidak ada;Sendiri
692;Owner-0621;MSME-0143;NIK-0683;BirthDate-0635;Street-0183;Village-0007;Perdagangan;Ada;19;459; Rp173.500.000 ; Rp89.250.000 ;Facebook;Shopee;Sendiri
693;Owner-0622;MSME-0300;NIK-0684;BirthDate-0636;Street-0002;Village-0001;Perdagangan;Ada;8;35; Rp863.250.000 ; Rp785.250.000 ;Facebook;Tidak ada;Sendiri
694;Owner-0623;MSME-0300;NIK-0685;BirthDate-0637;Street-0002;Village-0001;Perdagangan;Ada;92;6921; Rp460.000.000 ; Rp368.000.000 ;Facebook;Tidak ada;Sendiri
695;Owner-0624;MSME-0004;NIK-0686;BirthDate-0638;Street-0002;Village-0001;Perdagangan;Ada;19;433; Rp200.000.000 ; Rp140.000.000 ;Facebook;Tokopedia;Sewa
696;Owner-0625;MSME-0146;NIK-0687;BirthDate-0639;Street-0121;Village-0007;Peternakan;Ada;14;14; Rp368.250.000 ; Rp1.103.000.000 ;WhatsApp Business;Tidak ada;Sendiri
697;Owner-0626;MSME-0301;NIK-0688;BirthDate-0640;Street-0121;Village-0003;Makanan dan Minuman;Ada;80;6843; Rp400.000.000 ; Rp320.000.000 ;Instagram, TikTok;Shopee;Sendiri
698;Owner-0627;MSME-0302;NIK-0689;BirthDate-0641;Street-0121;Village-0003;Makanan dan Minuman;Ada;11;558; Rp68.500.000 ; Rp194.250.000 ;TikTok;Shopee;Sendiri
699;Owner-0628;MSME-0278;NIK-0690;BirthDate-0642;Street-0184;Village-0003;Jasa;Ada;9;144; Rp475.000.000 ; Rp380.000.000 ;TikTok, Instagram;Tidak ada;Sendiri
700;Owner-0628;MSME-0278;NIK-0690;BirthDate-0642;Street-0184;Village-0003;Jasa;Ada;9;144; Rp475.000.000 ; Rp380.000.000 ;TikTok, Instagram;Tidak ada;Sendiri
701;Owner-0565;MSME-0199;NIK-0691;BirthDate-0579;Street-0184;Village-0006;Jasa;Ada;16;572; Rp182.500.000 ; Rp64.500.000 ;WhatsApp Business;Tidak ada;Sewa
702;Owner-0208;MSME-0199;NIK-0692;BirthDate-0643;Street-0184;Village-0006;Jasa;Ada;14;11; Rp579.500.000 ; Rp331.000.000 ;Facebook;Tidak ada;Sendiri
703;Owner-0629;MSME-0303;NIK-0693;BirthDate-0644;Street-0184;Village-0006;Jasa;Ada;82;9763; Rp410.000.000 ; Rp328.000.000 ;WhatsApp Business;Tidak ada;Sewa
704;Owner-0630;MSME-0303;NIK-0694;BirthDate-0645;Street-0184;Village-0006;Jasa;Ada;12;475; Rp82.250.000 ; Rp86.500.000 ;Facebook;Tidak ada;Sendiri
705;Owner-0631;MSME-0304;NIK-0695;BirthDate-0359;Street-0184;Village-0006;Industri;Ada;12;43; Rp746.500.000 ; Rp871.000.000 ;Facebook;Shopee;Sendiri
706;Owner-0632;MSME-0304;NIK-0696;BirthDate-0646;Street-0184;Village-0006;Industri;Ada;112;9904; Rp560.000.000 ; Rp448.000.000 ;Facebook;Shopee;Sendiri
707;Owner-0633;MSME-0004;NIK-0697;BirthDate-0647;Street-0184;Village-0006;Perdagangan;Ada;18;495; Rp177.000.000 ; Rp88.250.000 ;Instagram;Tokopedia;Sendiri
708;Owner-0472;MSME-0004;NIK-0698;BirthDate-0648;Street-0184;Village-0006;Perdagangan;Ada;7;37; Rp993.500.000 ; Rp852.750.000 ;Facebook;Tokopedia;Sendiri
709;Owner-0634;MSME-0004;NIK-0699;BirthDate-0649;Street-0184;Village-0006;Perdagangan;Ada;111;8501; Rp555.000.000 ; Rp444.000.000 ;WhatsApp Business;Tidak ada;Sewa
710;Owner-0635;MSME-0175;NIK-0700;BirthDate-0650;Street-0184;Village-0006;Perdagangan;Ada;20;458; Rp73.500.000 ; Rp68.500.000 ;Facebook;Tokopedia;Sendiri
711;Owner-0636;MSME-0175;NIK-0701;BirthDate-0638;Street-0184;Village-0006;Perdagangan;Ada;11;41; Rp1.185.500.000 ; Rp940.750.000 ;WhatsApp Business;Tokopedia;Sendiri
712;Owner-0637;MSME-0175;NIK-0702;BirthDate-0110;Street-0184;Village-0006;Perdagangan;Ada;78;9519; Rp390.000.000 ; Rp312.000.000 ;Instagram;Lazada;Sendiri
713;Owner-0638;MSME-0305;NIK-0703;BirthDate-0651;Street-0184;Village-0006;Perdagangan;Ada;18;618; Rp166.500.000 ; Rp121.000.000 ;TikTok, Instagram;Shopee;Sendiri
714;Owner-0639;MSME-0306;NIK-0704;BirthDate-0652;Street-0184;Village-0006;Perdagangan;Ada;13;49; Rp507.000.000 ; Rp864.000.000 ;Facebook;Tidak ada;Sendiri
715;Owner-0640;MSME-0307;NIK-0705;BirthDate-0653;Street-0184;Village-0006;Perdagangan;Ada;80;6024; Rp400.000.000 ; Rp320.000.000 ;Facebook;Tidak ada;Sendiri
716;Owner-0641;MSME-0308;NIK-0706;BirthDate-0654;Street-0184;Village-0006;Perdagangan;Ada;13;602; Rp135.500.000 ; Rp116.250.000 ;Instagram;Shopee;Sewa
717;Owner-0642;MSME-0061;NIK-0707;BirthDate-0655;Street-0184;Village-0006;Perdagangan;Ada;7;29; Rp426.750.000 ; Rp434.250.000 ;Facebook;Shopee;Sewa
718;Owner-0643;MSME-0308;NIK-0708;BirthDate-0656;Street-0184;Village-0006;Perdagangan;Ada;117;5926; Rp585.000.000 ; Rp468.000.000 ;WhatsApp Business;Tokopedia;Sendiri
719;Owner-0644;MSME-0082;NIK-0709;BirthDate-0657;Street-0184;Village-0006;Perdagangan;Ada;16;436; Rp102.500.000 ; Rp157.750.000 ;Facebook;Tidak ada;Sewa
720;Owner-0645;MSME-0309;NIK-0710;BirthDate-0658;Street-0184;Village-0006;Makanan dan Minuman;Ada;15;16; Rp602.000.000 ; Rp1.077.250.000 ;WhatsApp Business;Tokopedia;Sendiri
721;Owner-0646;MSME-0078;NIK-0711;BirthDate-0659;Street-0184;Village-0006;Makanan dan Minuman;Ada;95;7290; Rp475.000.000 ; Rp380.000.000 ;Facebook;Shopee;Sendiri
722;Owner-0647;MSME-0310;NIK-0712;BirthDate-0365;Street-0184;Village-0006;Makanan dan Minuman;Ada;13;548; Rp100.250.000 ; Rp200.250.000 ;Tidak ada;Shopee;Sendiri
723;Owner-0648;MSME-0010;NIK-0713;BirthDate-0660;Street-0184;Village-0006;Makanan dan Minuman;Ada;9;49; Rp1.069.750.000 ; Rp1.160.000.000 ;Facebook, TikTok;Tidak ada;Sendiri
724;Owner-0649;MSME-0311;NIK-0714;BirthDate-0661;Street-0184;Village-0006;Makanan dan Minuman;Ada;60;6625; Rp300.000.000 ; Rp240.000.000 ;TikTok;Lazada;Sendiri
725;Owner-0650;MSME-0312;NIK-0715;BirthDate-0662;Street-0184;Village-0006;Makanan dan Minuman;Ada;14;622; Rp71.750.000 ; Rp107.750.000 ;Instagram, Facebook;Shopee;Sendiri
726;Owner-0524;MSME-0215;NIK-0716;BirthDate-0663;Street-0184;Village-0006;Makanan dan Minuman;Ada;9;42; Rp716.750.000 ; Rp942.750.000 ;Instagram;Shopee;Sendiri
727;Owner-0651;MSME-0313;NIK-0707;BirthDate-0655;Street-0185;Village-0006;Jasa;Ada;86;7753; Rp430.000.000 ; Rp344.000.000 ;WhatsApp Business, TikTok;Tidak ada;Sendiri
728;Owner-0565;MSME-0199;NIK-0717;BirthDate-0664;Street-0185;Village-0006;Jasa;Ada;19;411; Rp142.250.000 ; Rp161.000.000 ;Instagram;Tidak ada;Sendiri
729;Owner-0652;MSME-0314;NIK-0718;BirthDate-0371;Street-0185;Village-0006;Jasa;Ada;5;37; Rp459.250.000 ; Rp1.046.000.000 ;WhatsApp Business, Instagram, TikTok;Tidak ada;Sendiri
730;Owner-0653;MSME-0304;NIK-0719;BirthDate-0665;Street-0185;Village-0006;Industri;Ada;62;7869; Rp310.000.000 ; Rp248.000.000 ;Facebook;Shopee;Sendiri
731;Owner-0654;MSME-0304;NIK-0720;BirthDate-0666;Street-0185;Village-0006;Industri;Ada;12;686; Rp152.250.000 ; Rp123.500.000 ;Facebook;Shopee;Sendiri
732;Owner-0655;MSME-0308;NIK-0721;BirthDate-0667;Street-0185;Village-0006;Perdagangan;Ada;5;34; Rp306.250.000 ; Rp841.000.000 ;Facebook;Lazada;Sendiri
733;Owner-0656;MSME-0307;NIK-0722;BirthDate-0668;Street-0185;Village-0006;Perdagangan;Ada;96;6660; Rp480.000.000 ; Rp384.000.000 ;Facebook;Tidak ada;Sendiri
734;Owner-0637;MSME-0308;NIK-0723;BirthDate-0110;Street-0185;Village-0006;Perdagangan;Ada;18;523; Rp86.000.000 ; Rp120.000.000 ;WhatsApp Business;Tidak ada;Sendiri
735;Owner-0641;MSME-0308;NIK-0724;BirthDate-0654;Street-0185;Village-0006;Perdagangan;Ada;13;38; Rp423.750.000 ; Rp625.500.000 ;Instagram;Tidak ada;Sendiri
736;Owner-0028;MSME-0315;NIK-0725;BirthDate-0669;Street-0185;Village-0006;Perdagangan;Ada;118;9777; Rp590.000.000 ; Rp472.000.000 ;WhatsApp Business;Tidak ada;Sendiri
737;Owner-0635;MSME-0308;NIK-0726;BirthDate-0650;Street-0185;Village-0006;Perdagangan;Ada;16;563; Rp165.750.000 ; Rp107.250.000 ;Facebook;Shopee;Sendiri
738;Owner-0650;MSME-0312;NIK-0727;BirthDate-0662;Street-0185;Village-0006;Makanan dan Minuman;Ada;14;40; Rp870.750.000 ; Rp1.030.500.000 ;Instagram, TikTok;Shopee;Sendiri
739;Owner-0657;MSME-0193;NIK-0728;BirthDate-0670;Street-0064;Village-0006;Jasa;Ada;59;5656; Rp295.000.000 ; Rp236.000.000 ;Instagram, Facebook;Tokopedia, Shopee;Sendiri
740;Owner-0426;MSME-0271;NIK-0729;BirthDate-0438;Street-0064;Village-0005;Perdagangan;Ada;19;477; Rp149.000.000 ; Rp85.250.000 ;Tidak ada;Lazada;Sendiri
741;Owner-0658;MSME-0316;NIK-0730;BirthDate-0671;Street-0064;Village-0005;Perdagangan;Ada;7;21; Rp1.105.250.000 ; Rp559.500.000 ;Facebook;Tokopedia;Sendiri
742;Owner-0559;MSME-0270;NIK-0613;BirthDate-0572;Street-0061;Village-0001;Jasa;Ada;116;6882; Rp580.000.000 ; Rp464.000.000 ;TikTok;Tokopedia;Sendiri
743;Owner-0659;MSME-0317;NIK-0731;BirthDate-0672;Street-0061;Village-0003;Perdagangan;Ada;19;583; Rp199.000.000 ; Rp62.250.000 ;TikTok;Shopee;Sendiri
744;Owner-0660;MSME-0215;NIK-0732;BirthDate-0673;Street-0061;Village-0003;Makanan dan Minuman;Ada;12;13; Rp1.086.250.000 ; Rp874.750.000 ;Instagram;Shopee;Sendiri
745;Owner-0661;MSME-0215;NIK-0733;BirthDate-0674;Street-0061;Village-0003;Makanan dan Minuman;Ada;85;6664; Rp425.000.000 ; Rp340.000.000 ;Instagram;Shopee;Sendiri
746;Owner-0662;MSME-0012;NIK-0734;BirthDate-0675;Street-0061;Village-0003;Makanan dan Minuman;Ada;11;586; Rp132.500.000 ; Rp63.500.000 ;Tidak ada;Tidak ada;Sewa
747;Owner-0663;MSME-0309;NIK-0735;BirthDate-0676;Street-0061;Village-0003;Makanan dan Minuman;Ada;9;24; Rp944.750.000 ; Rp506.000.000 ;TikTok;Tidak ada;Sendiri
748;Owner-0664;MSME-0001;NIK-0736;BirthDate-0677;Street-0061;Village-0003;Makanan dan Minuman;Ada;52;6311; Rp260.000.000 ; Rp208.000.000 ;Instagram;Shopee;Sendiri
749;Owner-0125;MSME-0084;NIK-0737;BirthDate-0128;Street-0036;Village-0012;Jasa;Ada;13;684; Rp111.250.000 ; Rp66.000.000 ;Instagram;Tidak ada;Sendiri
750;Owner-0665;MSME-0318;NIK-0738;BirthDate-0569;Street-0036;Village-0007;Industri;Ada;9;13; Rp356.500.000 ; Rp523.500.000 ;WhatsApp Business;Tidak ada;Sendiri
751;Owner-0666;MSME-0319;NIK-0739;BirthDate-0678;Street-0036;Village-0007;Perdagangan;Ada;79;5152; Rp395.000.000 ; Rp316.000.000 ;TikTok, Instagram;Shopee;Sendiri
752;Owner-0667;MSME-0259;NIK-0740;BirthDate-0679;Street-0036;Village-0007;Makanan dan Minuman;Ada;15;676; Rp100.000.000 ; Rp200.250.000 ;TikTok;Shopee;Sendiri
753;Owner-0668;MSME-0194;NIK-0741;BirthDate-0680;Street-0004;Village-0007;Jasa;Ada;9;22; Rp348.750.000 ; Rp860.750.000 ;WhatsApp Business;Tidak ada;Sendiri
754;Owner-0669;MSME-0320;NIK-0742;BirthDate-0681;Street-0004;Village-0007;Jasa;Ada;115;8936; Rp575.000.000 ; Rp460.000.000 ;Facebook;Tidak ada;Sendiri
755;Owner-0670;MSME-0142;NIK-0743;BirthDate-0682;Street-0004;Village-0001;Perdagangan;Ada;19;537; Rp78.500.000 ; Rp118.500.000 ;Facebook;Shopee;Sendiri
756;Owner-0671;MSME-0321;NIK-0744;BirthDate-0683;Street-0004;Village-0001;Perdagangan;Ada;14;41; Rp515.750.000 ; Rp437.750.000 ;Facebook;Tokopedia;Sendiri
757;Owner-0672;MSME-0287;NIK-0745;BirthDate-0684;Street-0004;Village-0001;Makanan dan Minuman;Ada;69;9701; Rp345.000.000 ; Rp276.000.000 ;Tidak ada;Shopee;Sewa
758;Owner-0673;MSME-0322;NIK-0746;BirthDate-0685;Street-0004;Village-0001;Makanan dan Minuman;Ada;16;641; Rp92.500.000 ; Rp187.500.000 ;TikTok;Shopee;Sendiri
759;Owner-0674;MSME-0215;NIK-0747;BirthDate-0404;Street-0048;Village-0007;Makanan dan Minuman;Ada;5;18; Rp488.250.000 ; Rp372.500.000 ;Instagram;Shopee;Sendiri
760;Owner-0675;MSME-0041;NIK-0748;BirthDate-0686;Street-0013;Village-0007;Makanan dan Minuman;Ada;58;7941; Rp290.000.000 ; Rp232.000.000 ;Instagram;Tokopedia;Sendiri
761;Owner-0676;MSME-0211;NIK-0749;BirthDate-0687;Street-0186;Village-0005;Perdagangan;Ada;20;463; Rp168.750.000 ; Rp155.750.000 ;Instagram;Shopee;Sendiri
762;Owner-0261;MSME-0323;NIK-0750;BirthDate-0688;Street-0187;Village-0006;Perikanan;Ada;9;37; Rp702.750.000 ; Rp405.750.000 ;Facebook;Shopee;Sendiri
763;Owner-0677;MSME-0324;NIK-0751;BirthDate-0546;Street-0187;Village-0006;Perdagangan;Ada;103;5794; Rp515.000.000 ; Rp412.000.000 ;Instagram;Shopee;Sendiri
764;Owner-0678;MSME-0086;NIK-0752;BirthDate-0689;Street-0187;Village-0006;Perdagangan;Ada;20;677; Rp164.750.000 ; Rp164.000.000 ;Facebook;Shopee;Sendiri
765;Owner-0364;MSME-0004;NIK-0753;BirthDate-0690;Street-0187;Village-0006;Perdagangan;Ada;8;47; Rp574.750.000 ; Rp702.250.000 ;Facebook;Shopee;Sendiri
766;Owner-0679;MSME-0325;NIK-0754;BirthDate-0691;Street-0188;Village-0006;Perdagangan;Ada;72;5219; Rp360.000.000 ; Rp288.000.000 ;Facebook;Tokopedia;Sendiri
767;Owner-0680;MSME-0326;NIK-0755;BirthDate-0692;Street-0189;Village-0007;Jasa;Ada;20;555; Rp104.500.000 ; Rp191.500.000 ;Facebook;Shopee;Sendiri
768;Owner-0304;MSME-0327;NIK-0756;BirthDate-0693;Street-0094;Village-0007;Makanan dan Minuman;Ada;12;36; Rp405.250.000 ; Rp450.750.000 ;TikTok;Shopee;Sewa
769;Owner-0375;MSME-0145;NIK-0757;BirthDate-0387;Street-0190;Village-0007;Peternakan;Ada;64;7763; Rp320.000.000 ; Rp256.000.000 ;WhatsApp Business, Facebook;Tidak ada;Sendiri
770;Owner-0681;MSME-0086;NIK-0758;BirthDate-0167;Street-0191;Village-0009;Perdagangan;Ada;18;417; Rp169.750.000 ; Rp119.500.000 ;Instagram;Tokopedia;Sewa
771;Owner-0682;MSME-0298;NIK-0759;BirthDate-0694;Street-0191;Village-0009;Perdagangan;Ada;15;50; Rp71.750.000 ; Rp29.000.000 ;Instagram;Tidak ada;Sendiri
772;Owner-0683;MSME-0328;NIK-0760;BirthDate-0695;Street-0192;Village-0009;Perdagangan;Ada;14;5699; Rp480.000.000 ; Rp384.000.000 ;Instagram, TikTok;Shopee;Sendiri
773;Owner-0683;MSME-0328;NIK-0760;BirthDate-0695;Street-0192;Village-0009;Perdagangan;Ada;14;5699; Rp480.000.000 ; Rp384.000.000 ;Instagram, TikTok;Shopee;Sendiri
774;Owner-0684;MSME-0298;NIK-0761;BirthDate-0696;Street-0192;Village-0009;Perdagangan;Ada;6;26; Rp17.250.000 ; Rp2.025.000 ;WhatsApp Business;Tidak ada;Sendiri
775;Owner-0685;MSME-0253;NIK-0762;BirthDate-0697;Street-0192;Village-0009;Perdagangan;Ada;50;8893; Rp250.000.000 ; Rp200.000.000 ;Facebook;Tokopedia;Sendiri
776;Owner-0686;MSME-0004;NIK-0763;BirthDate-0698;Street-0192;Village-0009;Perdagangan;Ada;20;484; Rp125.750.000 ; Rp160.250.000 ;Instagram;Shopee;Sendiri
777;Owner-0687;MSME-0236;NIK-0764;BirthDate-0699;Street-0192;Village-0009;Makanan dan Minuman;Ada;7;45; Rp543.250.000 ; Rp436.000.000 ;Facebook;Lazada;Sendiri
778;Owner-0688;MSME-0004;NIK-0765;BirthDate-0700;Street-0193;Village-0009;Perdagangan;Ada;69;6139; Rp345.000.000 ; Rp276.000.000 ;Instagram;Shopee;Sendiri
779;Owner-0689;MSME-0213;NIK-0766;BirthDate-0701;Street-0194;Village-0007;Makanan dan Minuman;Ada;17;407; Rp177.750.000 ; Rp155.500.000 ;TikTok;Shopee;Sendiri
780;Owner-0690;MSME-0329;NIK-0767;BirthDate-0188;Street-0195;Village-0007;Perdagangan;Ada;11;19; Rp439.250.000 ; Rp1.035.500.000 ;Instagram, TikTok;Lazada;Sendiri
781;Owner-0691;MSME-0330;NIK-0768;BirthDate-0702;Street-0196;Village-0007;Perdagangan;Ada;101;6102; Rp505.000.000 ; Rp404.000.000 ;Instagram, Facebook;Shopee;Sendiri
782;Owner-0692;MSME-0170;NIK-0769;BirthDate-0703;Street-0054;Village-0003;Jasa;Ada;12;664; Rp92.250.000 ; Rp195.500.000 ;Instagram;Lazada;Sewa
783;Owner-0693;MSME-0331;NIK-0770;BirthDate-0704;Street-0054;Village-0009;Perdagangan;Ada;5;48; Rp445.000.000 ; Rp615.500.000 ;Facebook;Lazada;Sendiri
784;Owner-0694;MSME-0003;NIK-0771;BirthDate-0705;Street-0054;Village-0007;Makanan dan Minuman;Ada;57;9148; Rp285.000.000 ; Rp228.000.000 ;TikTok;Tidak ada;Sewa
785;Owner-0695;MSME-0332;NIK-0772;BirthDate-0706;Street-0197;Village-0007;Industri;Ada;20;444; Rp103.500.000 ; Rp55.250.000 ;Facebook;Shopee;Sendiri
786;Owner-0696;MSME-0333;NIK-0773;BirthDate-0707;Street-0198;Village-0003;Perdagangan;Ada;7;48; Rp425.000.000 ; Rp958.750.000 ;Facebook, TikTok;Shopee;Sewa
787;Owner-0697;MSME-0194;NIK-0774;BirthDate-0708;Street-0199;Village-0003;Jasa;Ada;118;6126; Rp590.000.000 ; Rp472.000.000 ;WhatsApp Business;Tidak ada;Sendiri
788;Owner-0418;MSME-0271;NIK-0775;BirthDate-0709;Street-0199;Village-0007;Perdagangan;Ada;20;518; Rp128.000.000 ; Rp71.750.000 ;TikTok;Shopee;Sendiri
789;Owner-0564;MSME-0334;NIK-0776;BirthDate-0710;Street-0200;Village-0007;Industri;Ada;14;45; Rp1.032.500.000 ; Rp361.500.000 ;Facebook;Tokopedia;Sewa
790;Owner-0698;MSME-0298;NIK-0777;BirthDate-0711;Street-0028;Village-0007;Perdagangan;Ada;60;8908; Rp300.000.000 ; Rp240.000.000 ;Tidak ada;Tidak ada;Sendiri
791;Owner-0699;MSME-0298;NIK-0778;BirthDate-0712;Street-0028;Village-0007;Perdagangan;Ada;12;475; Rp104.750.000 ; Rp189.500.000 ;Facebook;Tidak ada;Sendiri
792;Owner-0700;MSME-0335;NIK-0779;BirthDate-0713;Street-0014;Village-0007;Perdagangan;Ada;15;34; Rp1.093.250.000 ; Rp973.000.000 ;Facebook, TikTok;Tokopedia;Sendiri
793;Owner-0701;MSME-0336;NIK-0780;BirthDate-0714;Street-0014;Village-0005;Perdagangan;Ada;87;6586; Rp435.000.000 ; Rp348.000.000 ;Facebook, TikTok;Shopee;Sendiri
794;Owner-0702;MSME-0003;NIK-0781;BirthDate-0715;Street-0014;Village-0005;Makanan dan Minuman;Ada;11;682; Rp192.750.000 ; Rp198.750.000 ;Tidak ada;Tidak ada;Sewa
795;Owner-0703;MSME-0337;NIK-0782;BirthDate-0716;Street-0014;Village-0005;Makanan dan Minuman;Ada;6;11; Rp1.135.000.000 ; Rp462.500.000 ;Instagram, TikTok;Shopee;Sewa
796;Owner-0704;MSME-0041;NIK-0783;BirthDate-0717;Street-0014;Village-0005;Makanan dan Minuman;Ada;104;8600; Rp520.000.000 ; Rp416.000.000 ;Facebook, TikTok;TikTok Shop;Sendiri
797;Owner-0705;MSME-0338;NIK-0784;BirthDate-0718;Street-0014;Village-0005;Makanan dan Minuman;Ada;18;436; Rp53.500.000 ; Rp142.250.000 ;Instagram, Facebook;Shopee;Sendiri
798;Owner-0706;MSME-0170;NIK-0785;BirthDate-0719;Street-0201;Village-0005;Jasa;Ada;15;33; Rp721.750.000 ; Rp459.500.000 ;Instagram, Facebook;Shopee;Sendiri
799;Owner-0707;MSME-0339;NIK-0786;BirthDate-0720;Street-0201;Village-0006;Perdagangan;Ada;99;9731; Rp495.000.000 ; Rp396.000.000 ;Instagram, Facebook;Shopee;Sendiri
800;Owner-0708;MSME-0340;NIK-0787;BirthDate-0721;Street-0202;Village-0007;Perdagangan;Ada;17;675; Rp70.000.000 ; Rp136.250.000 ;Facebook;Tidak ada;Sewa
801;Owner-0453;MSME-0341;NIK-0788;BirthDate-0079;Street-0202;Village-0001;Makanan dan Minuman;Ada;5;37; Rp1.029.250.000 ; Rp1.185.000.000 ;Instagram;Shopee;Sendiri
802;Owner-0709;MSME-0168;NIK-0789;BirthDate-0722;Street-0203;Village-0002;Jasa;Ada;71;8826; Rp355.000.000 ; Rp284.000.000 ;Instagram;Shopee;Sendiri
803;Owner-0710;MSME-0342;NIK-0790;BirthDate-0723;Street-0203;Village-0007;Perdagangan;Ada;10;533; Rp61.750.000 ; Rp117.000.000 ;Instagram, TikTok;Tokopedia;Sendiri
805;Owner-0508;MSME-0032;NIK-0791;BirthDate-0519;Street-0203;Village-0007;Makanan dan Minuman;Ada;10;8753; Rp505.000.000 ; Rp404.000.000 ;TikTok;Shopee;Sendiri
805;Owner-0508;MSME-0032;NIK-0791;BirthDate-0519;Street-0203;Village-0007;Makanan dan Minuman;Ada;10;8753; Rp505.000.000 ; Rp404.000.000 ;TikTok;Shopee;Sendiri
806;Owner-0711;MSME-0193;NIK-0792;BirthDate-0724;Street-0204;Village-0012;Jasa;Ada;16;449; Rp143.000.000 ; Rp175.750.000 ;Instagram, Facebook;Shopee, Tokopedia;Sendiri
807;Owner-0712;MSME-0193;NIK-0793;BirthDate-0725;Street-0204;Village-0012;Jasa;Ada;10;15; Rp1.020.000.000 ; Rp952.750.000 ;Facebook, TikTok;Shopee, Lazada;Sendiri
808;Owner-0713;MSME-0323;NIK-0794;BirthDate-0726;Street-0204;Village-0012;Perikanan;Ada;83;6093; Rp415.000.000 ; Rp332.000.000 ;Instagram;Shopee;Sendiri
809;Owner-0714;MSME-0032;NIK-0795;BirthDate-0727;Street-0205;Village-0012;Makanan dan Minuman;Ada;13;575; Rp121.500.000 ; Rp102.250.000 ;TikTok;Shopee;Sewa
810;Owner-0715;MSME-0078;NIK-0796;BirthDate-0728;Street-0206;Village-0012;Makanan dan Minuman;Ada;12;38; Rp34.500.000 ; Rp17.000.000 ;WhatsApp Business;Tidak ada;Sendiri
811;Owner-0716;MSME-0078;NIK-0797;BirthDate-0729;Street-0206;Village-0012;Makanan dan Minuman;Ada;117;9586; Rp85.000.000 ; Rp18.000.000 ;Facebook;Tidak ada;Sendiri
812;Owner-0717;MSME-0213;NIK-0798;BirthDate-0730;Street-0207;Village-0012;Makanan dan Minuman;Ada;13;512; Rp189.750.000 ; Rp172.000.000 ;TikTok;Shopee;Sendiri
813;Owner-0718;MSME-0343;NIK-0799;BirthDate-0188;Street-0207;Village-0012;Makanan dan Minuman;Ada;12;45; Rp374.750.000 ; Rp974.750.000 ;TikTok;Shopee;Sewa
814;Owner-0719;MSME-0344;NIK-0800;BirthDate-0731;Street-0208;Village-0012;Jasa;Ada;78;8367; Rp390.000.000 ; Rp312.000.000 ;Instagram, TikTok;Tidak ada;Sendiri
